RÉSUMÉ ÉTUDIANT
Code,6404
Année,6A
Type,4
Groupe,G4_03
Vacations Poly (total),48
Détail,normal:44 examen:2 rattrap:2 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C)
37,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Pédo-soin (PEDO-A2),—,Poly 4/6 avec 4404,cours/indispo promo (C),cours/indispo promo (C),—
38,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Pédo-soin (PEDO-A2),—,Poly 4/6 avec 4404,cours/indispo promo (C),cours/indispo promo (C),Poly 4/6 avec 4404
39,1,—,Urgences (6/4),—,cours/indispo promo (C),Pédo-soin (PEDO-A2),—,Poly 4/6 avec 4404,cours/indispo promo (C),—,Poly 4/6 avec 4404
40,1,—,—,—,—,Pédo-soin (PEDO-A2),—,Poly 4/6 avec 4404,—,—,Poly 4/6 avec 4404
41,1,Urgences (6/5),—,—,—,Pédo-soin (PEDO-A2),—,Poly 4/6 avec 4404,—,—,—
42,1,—,—,—,—,Pédo-soin (PEDO-A2),—,Poly 4/6 avec 4404,—,Urgences (6/5),Poly 4/6 avec 4404
43,1,—,—,—,—,Pédo-soin (PEDO-A2),—,Poly 4/6 avec 4404,—,—,Poly 4/6 avec 4404
44,1,—,—,Urgences (6/4),—,Pédo-soin (PEDO-A2),—,Poly 4/6 avec 4404,—,—,Poly 4/6 avec 4404
45,2,S,S,S,S,S,S,S,S,S,S
46,2,S,S,S,S,S,S,S,S,S,S
47,2,S,S,S,S,S,S,S,S,S,S
48,2,S,S,S,S,S,S,S,S,S,S
49,2,S,S,S,S,S,S,S,S,S,S
50,2,S,S,S,S,S,S,S,S,S,S
51,2,S,S,S,S,S,S,S,S,S,S
52,2,—,—,—,—,—,—,Urgences (6/4),cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,R,R,R,R,R,R,R,R,R,R
