RÉSUMÉ ÉTUDIANT
Code,5201
Année,5A
Type,2
Groupe,G2_55_01
Vacations Poly (total),91
Détail,normal:65 examen:4 rattrap:22 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,COMO,Radio,Poly trinome_5 avec 5202+E5201 (rattrap),Poly trinome_5 avec 5202+E5201 (rattrap),Pédo-soin (PEDO-A2),Urgences (5),—,—,—,—
37,1,Stérilisation,cours/indispo promo (C),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,Pédo-soin (PEDO-A2),Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),Urgences (5),—,ODF
38,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,Pédo-soin (PEDO-A2),Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),—,Urgences (5),—
39,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,Pédo-soin (PEDO-A2),Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),—,Radio,—
40,1,COMO,cours/indispo promo (C),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,Pédo-soin (PEDO-A2),Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),Urgences (6/5),—,—
41,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,Pédo-soin (PEDO-A2),Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),—,—,—
42,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,Pédo-soin (PEDO-A2),Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),Urgences (6/5),—,—
43,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,Pédo-soin (PEDO-A2),Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),—,Radio,—
44,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,Pédo-soin (PEDO-A2),Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),Urgences (6/5),—,—
45,2,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201 (rattrap),ODF,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201 (rattrap),—,—,Pédo-soin (PEDO-A2),—
46,2,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201 (rattrap),Poly trinome_5 avec 5202+E5201 (rattrap),cours/indispo promo (F),cours/indispo promo (F),—,—,Pédo-soin (PEDO-A2),Urgences (6/5)
47,2,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,—,Pédo-soin (PEDO-A2),—
48,2,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,Urgences (6/5/4),Pédo-soin (PEDO-A2),—
49,2,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,—,Pédo-soin (PEDO-A2),—
50,2,—,cours/indispo promo (C),—,Poly trinome_5 avec 5202+E5201,cours/indispo promo (C),—,Urgences (5/4),—,Pédo-soin (PEDO-A2),COMO
51,2,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,—,Pédo-soin (PEDO-A2),Radio
52,2,—,—,Poly trinome_5 avec 5202+E5201 (rattrap),Poly trinome_5 avec 5202+E5201 (rattrap),Urgences (5),—,—,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),Poly trinome_5 avec 5202+E5201 (examen),Poly trinome_5 avec 5202+E5201 (examen),Pédo-soin (PEDO-6A-B-jeuM) [remplissage],—,cours/indispo promo (ER),cours/indispo promo (ER)
3,3,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),Urgences (5),—,cours/indispo promo (C)
4,3,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,ODF,Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),—,—,cours/indispo promo (C)
5,3,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),—,Radio,cours/indispo promo (C)
6,3,cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (Af),cours/indispo promo (Af)
7,3,Urgences (5),cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),—,—,cours/indispo promo (C)
8,3,—,cours/indispo promo (C),Poly trinome_5 avec 5202+E5201,—,Poly trinome_5 avec 5202+E5201,—,cours/indispo promo (C),—,Urgences (6/5),cours/indispo promo (C)
