RÉSUMÉ ÉTUDIANT
Code,5208
Année,5A
Type,2
Groupe,G2_55_04
Vacations Poly (total),91
Détail,normal:65 examen:4 rattrap:22 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,Pédo-soin (PEDO-A1) [remplissage],—,Poly 5/5 avec 5207 (rattrap),Poly 5/5 avec 5207 (rattrap),Radio,—,Urgences (5),—,—,—
37,1,COMO,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,cours/indispo promo (C),—,Urgences (5),—
38,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,cours/indispo promo (C),—,—,ODF
39,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,cours/indispo promo (C),Urgences (5),—,—
40,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,cours/indispo promo (C),Radio,—,—
41,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,cours/indispo promo (C),Urgences (6/5),—,—
42,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,cours/indispo promo (C),—,—,—
43,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,cours/indispo promo (C),Urgences (6/5),—,—
44,1,—,cours/indispo promo (C),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,cours/indispo promo (C),—,Radio,—
45,2,—,cours/indispo promo (C),Poly 5/5 avec 5207 (rattrap),—,cours/indispo promo (C),Poly 5/5 avec 5207 (rattrap),Urgences (6/5/4),—,—,—
46,2,COMO,cours/indispo promo (C),Poly 5/5 avec 5207 (rattrap),Poly 5/5 avec 5207 (rattrap),cours/indispo promo (F),cours/indispo promo (F),—,—,—,Stérilisation
47,2,—,cours/indispo promo (C),Poly 5/5 avec 5207,—,cours/indispo promo (C),Poly 5/5 avec 5207,Urgences (6/5/4),—,—,ODF
48,2,—,cours/indispo promo (C),Poly 5/5 avec 5207,—,cours/indispo promo (C),Poly 5/5 avec 5207,—,—,—,—
49,2,—,cours/indispo promo (C),Poly 5/5 avec 5207,Urgences (6/5/4),cours/indispo promo (C),Poly 5/5 avec 5207,—,—,—,—
50,2,—,cours/indispo promo (C),—,Poly 5/5 avec 5207,cours/indispo promo (C),Pédo-soin (PEDO-A1) [remplissage],—,—,—,Urgences (6/5)
51,2,—,cours/indispo promo (C),Poly 5/5 avec 5207,—,cours/indispo promo (C),Poly 5/5 avec 5207,—,—,—,Radio
52,2,—,—,Poly 5/5 avec 5207 (rattrap),Poly 5/5 avec 5207 (rattrap),—,—,—,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),Poly 5/5 avec 5207 (examen),Poly 5/5 avec 5207 (examen),Urgences (6/5),—,cours/indispo promo (ER),cours/indispo promo (ER)
3,3,Pédo-soin (PEDO-B1),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,—,cours/indispo promo (C),—,—,cours/indispo promo (C)
4,3,Pédo-soin (PEDO-B1),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,Urgences (5),cours/indispo promo (C),—,—,cours/indispo promo (C)
5,3,Pédo-soin (PEDO-B1),cours/indispo promo (C),Poly 5/5 avec 5207,—,Poly 5/5 avec 5207,ODF,cours/indispo promo (C),—,COMO,cours/indispo promo (C)
6,3,cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (Af),cours/indispo promo (Af)
