RÉSUMÉ ÉTUDIANT
Code,5317
Année,5A
Type,3
Groupe,G3_55_08
Vacations Poly (total),86
Détail,normal:67 examen:5 rattrap:14 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,—,—,—,—,—,—,Poly trinome_5 avec 5315+5316 (rattrap),Poly trinome_5 avec 5315+5316 (rattrap),—,—
37,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly trinome_5 avec 5315+5316,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,—
38,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly trinome_5 avec 5315+5316,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,—
39,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly trinome_5 avec 5315+5316,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,—
40,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly trinome_5 avec 5315+5316,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,—
41,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly trinome_5 avec 5315+5316,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,—
42,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly trinome_5 avec 5315+5316,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,—
43,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly trinome_5 avec 5315+5316,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,—
44,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly trinome_5 avec 5315+5316,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,—
45,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly trinome_5 avec 5315+5316 (rattrap),—,—,—,—
46,2,—,cours/indispo promo (C),—,—,cours/indispo promo (F),cours/indispo promo (F),—,—,—,—
47,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,Poly trinome_5 avec 5315+5316,—,—
48,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,Poly trinome_5 avec 5315+5316,—,—
49,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly trinome_5 avec 5315+5316,—,Poly trinome_5 avec 5315+5316,—,—
50,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly trinome_5 avec 5315+5316 (examen),—,—,—,—
