RÉSUMÉ ÉTUDIANT
Code,5406
Année,5A
Type,4
Groupe,G4_55_03
Vacations Poly (total),93
Détail,normal:70 examen:2 rattrap:21 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,—,—,—,—,—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap),—,—
37,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,—
38,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,—
39,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,—
40,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,—
41,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,—
42,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,—
43,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,—
44,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,—
45,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap)
46,2,—,cours/indispo promo (C),—,—,cours/indispo promo (F),cours/indispo promo (F),—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap)
47,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405,—,Poly 5/5 avec 5405
48,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405,—,Poly 5/5 avec 5405
49,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405,—,Poly 5/5 avec 5405
50,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,—,Poly 5/5 avec 5405
51,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405,—,Poly 5/5 avec 5405
52,2,—,—,—,—,—,—,Poly 5/5 avec 5405 (rattrap),cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),—,—,Poly 5/5 avec 5405 (examen),Poly 5/5 avec 5405 (examen),cours/indispo promo (ER),cours/indispo promo (ER)
3,3,—,cours/indispo promo (C),—,—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,cours/indispo promo (C)
4,3,—,cours/indispo promo (C),—,—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,cours/indispo promo (C)
5,3,—,cours/indispo promo (C),—,—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,cours/indispo promo (C)
6,3,cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (Af),cours/indispo promo (Af)
7,3,—,cours/indispo promo (C),—,—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,cours/indispo promo (C)
8,3,—,cours/indispo promo (C),—,—,—,—,cours/indispo promo (C),Poly 5/5 avec 5405,Poly 5/5 avec 5405,cours/indispo promo (C)
9,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap),—
10,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap),—
11,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap),—
12,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap),—
13,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap),—
14,4,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (C),—,—,Poly 5/5 avec 5405,—,Poly 5/5 avec 5405
15,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,Poly 5/5 avec 5405 (rattrap),Poly 5/5 avec 5405 (rattrap)
16,4,—,—,—,—,—,—,—,Poly 5/5 avec 5405,—,Poly 5/5 avec 5405
17,4,—,—,—,—,—,—,—,Poly 5/5 avec 5405,—,Poly 5/5 avec 5405
