RÉSUMÉ ÉTUDIANT
Code,4304
Année,4A
Type,3
Groupe,G3_03
Vacations Poly (total),71
Détail,normal:39 examen:4 rattrap:22 débord:6

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A)
37,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly trinome avec 6303+4305,Pédo-soin (PEDO-A3),—,cours/indispo promo (C),cours/indispo promo (C),—
38,1,cours/indispo promo (C),Service sanitaire (SS-P1G1),Service sanitaire (SS-P1G1),cours/indispo promo (C),Poly trinome avec 6303+4305,—,Urgences (6/4),cours/indispo promo (C),cours/indispo promo (C),—
39,1,cours/indispo promo (C),Service sanitaire (SS-P1G1),Service sanitaire (SS-P1G1),cours/indispo promo (C),Poly trinome avec 6303+4305,—,—,cours/indispo promo (C),cours/indispo promo (C),—
40,1,cours/indispo promo (C),Service sanitaire (SS-P1G1),Service sanitaire (SS-P1G1),cours/indispo promo (C),Poly trinome avec 6303+4305,—,—,cours/indispo promo (C),cours/indispo promo (C),—
41,1,cours/indispo promo (C),Service sanitaire (SS-P1G1),Service sanitaire (SS-P1G1),cours/indispo promo (C),Poly trinome avec 6303+4305,—,Poly trinome avec 6303+4305,cours/indispo promo (C),cours/indispo promo (C),—
42,1,cours/indispo promo (C),Service sanitaire (SS-P1G1),Service sanitaire (SS-P1G1),cours/indispo promo (C),Poly trinome avec 6303+4305,—,Urgences (6/4),cours/indispo promo (C),cours/indispo promo (C),—
43,1,cours/indispo promo (C),Service sanitaire (SS-P1G1),Service sanitaire (SS-P1G1),cours/indispo promo (C),Poly trinome avec 6303+4305,Pédo-soin (PEDO-A3),Occluso,cours/indispo promo (C),cours/indispo promo (C),—
44,1,cours/indispo promo (C),Service sanitaire (SS-P1G1),Service sanitaire (SS-P1G1),cours/indispo promo (C),Poly trinome avec 6303+4305,—,—,cours/indispo promo (C),cours/indispo promo (C),—
45,2,—,—,cours/indispo promo (C),—,Poly 6A absent avec 4305 (rattrap),cours/indispo promo (C),Poly 6A absent avec 4305 (rattrap),—,cours/indispo promo (C),cours/indispo promo (C)
