RÉSUMÉ ÉTUDIANT
Code,5507
Année,5A
Type,5
Groupe,G5_55_04
Vacations Poly (total),85
Détail,normal:65 examen:3 rattrap:17 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,Urgences (5),—,—,—,—,Pédo-soin (PEDO-A3),—,Urgences (5),Poly 5/5 avec 5508 (rattrap),Poly 5/5 avec 5508 (rattrap)
37,1,Poly 5/5 avec 5508,cours/indispo promo (C),cours/indispo promo (C),—,—,Pédo-soin (PEDO-A3),cours/indispo promo (C),—,Poly 5/5 avec 5508,—
38,1,Poly 5/5 avec 5508,cours/indispo promo (C),cours/indispo promo (C),Urgences (5),—,Pédo-soin (PEDO-A3),cours/indispo promo (C),—,Poly 5/5 avec 5508,—
39,1,Poly 5/5 avec 5508,cours/indispo promo (C),cours/indispo promo (C),—,—,Pédo-soin (PEDO-A3),cours/indispo promo (C),Urgences (5),Poly 5/5 avec 5508,—
40,1,Poly 5/5 avec 5508,cours/indispo promo (C),cours/indispo promo (C),—,—,Pédo-soin (PEDO-A3),cours/indispo promo (C),—,Poly 5/5 avec 5508,—
41,1,Poly 5/5 avec 5508,cours/indispo promo (C),cours/indispo promo (C),—,—,Pédo-soin (PEDO-A3),cours/indispo promo (C),Urgences (6/5),Poly 5/5 avec 5508,—
42,1,Poly 5/5 avec 5508,cours/indispo promo (C),cours/indispo promo (C),ODF,—,Pédo-soin (PEDO-A3),cours/indispo promo (C),—,Poly 5/5 avec 5508,—
43,1,Poly 5/5 avec 5508,cours/indispo promo (C),cours/indispo promo (C),—,—,Pédo-soin (PEDO-A3),cours/indispo promo (C),Urgences (6/5),Poly 5/5 avec 5508,—
44,1,Poly 5/5 avec 5508,cours/indispo promo (C),cours/indispo promo (C),—,—,Pédo-soin (PEDO-A3),cours/indispo promo (C),—,Poly 5/5 avec 5508,—
45,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,Pédo-soin (PEDO-A3),—,Poly 5/5 avec 5508 (rattrap),Poly 5/5 avec 5508 (rattrap)
46,2,Urgences (5),cours/indispo promo (C),—,—,cours/indispo promo (F),cours/indispo promo (F),Pédo-soin (PEDO-A3),—,Poly 5/5 avec 5508 (rattrap),Poly 5/5 avec 5508 (rattrap)
47,2,Poly 5/5 avec 5508,cours/indispo promo (C),—,—,cours/indispo promo (C),—,Pédo-soin (PEDO-A3),—,Urgences (5),Poly 5/5 avec 5508
48,2,Poly 5/5 avec 5508,cours/indispo promo (C),—,—,cours/indispo promo (C),—,Pédo-soin (PEDO-A3),—,—,Poly 5/5 avec 5508
49,2,Poly 5/5 avec 5508,cours/indispo promo (C),—,—,cours/indispo promo (C),Urgences (6/5),Pédo-soin (PEDO-A3),—,—,Poly 5/5 avec 5508
50,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),ODF,Pédo-soin (PEDO-A3),—,—,Poly 5/5 avec 5508
51,2,Poly 5/5 avec 5508,cours/indispo promo (C),—,Urgences (5),cours/indispo promo (C),—,Pédo-soin (PEDO-A3),—,—,Poly 5/5 avec 5508
52,2,—,—,—,—,—,—,Pédo-soin (PEDO-A3),cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),—,Pédo-soin (PEDO-B2) [remplissage],Poly 5/5 avec 5508 (examen),Poly 5/5 avec 5508 (examen),cours/indispo promo (ER),cours/indispo promo (ER)
3,3,Poly 5/5 avec 5508,cours/indispo promo (C),Urgences (6/5),—,—,—,cours/indispo promo (C),—,Poly 5/5 avec 5508,cours/indispo promo (C)
4,3,Poly 5/5 avec 5508,cours/indispo promo (C),—,—,—,—,cours/indispo promo (C),—,Poly 5/5 avec 5508,cours/indispo promo (C)
5,3,Poly 5/5 avec 5508,cours/indispo promo (C),—,Urgences (5),—,—,cours/indispo promo (C),—,Poly 5/5 avec 5508,cours/indispo promo (C)
6,3,cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (Af),cours/indispo promo (Af)
7,3,Poly 5/5 avec 5508,cours/indispo promo (C),—,—,—,—,cours/indispo promo (C),—,Poly 5/5 avec 5508,cours/indispo promo (C)
8,3,Poly 5/5 avec 5508,cours/indispo promo (C),—,—,Urgences (6/5),—,cours/indispo promo (C),—,Poly 5/5 avec 5508,cours/indispo promo (C)
9,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,Poly 5/5 avec 5508 (rattrap),—
10,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),Urgences (6/5),—,—,Poly 5/5 avec 5508 (rattrap),Poly 5/5 avec 5508 (rattrap)
11,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,Poly 5/5 avec 5508 (rattrap),—
12,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),Urgences (6/5),—,—,Poly 5/5 avec 5508 (rattrap),Poly 5/5 avec 5508 (rattrap)
13,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),Pédo-soin (PEDO-B3) [remplissage],—,—,Poly 5/5 avec 5508 (rattrap),—
14,4,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (C),Urgences (6/5),—,—,—,Poly 5/5 avec 5508
15,4,cours/indispo promo (C),cours/indispo promo (C),—,—,cours/indispo promo (C),ODF,—,—,Poly 5/5 avec 5508 (rattrap),Poly 5/5 avec 5508 (rattrap)
16,4,—,Poly 5/5 avec 5508,—,—,Urgences (5),—,—,—,—,Poly 5/5 avec 5508
17,4,—,Poly 5/5 avec 5508,—,—,—,—,—,—,—,Poly 5/5 avec 5508
18,5,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),—,—,Urgences (5),Poly 5/5 avec 5508
19,5,—,—,—,—,—,Poly 5/5 avec 5508 (examen),cours/indispo promo (F),cours/indispo promo (F),—,Poly 5/5 avec 5508
20,5,—,Poly 5/5 avec 5508,—,Urgences (6/5/4),—,—,—,—,—,Poly 5/5 avec 5508
21,5,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (E),cours/indispo promo (E),—,—,—,—,—,Poly 5/5 avec 5508
22,5,cours/indispo promo (E),cours/indispo promo (E),—,—,ODF,—,Urgences (5),—,—,Poly 5/5 avec 5508
23,5,—,Poly 5/5 avec 5508,—,—,—,Pédo-soin (PEDO-56-merAM),—,—,—,Poly 5/5 avec 5508
24,5,—,Poly 5/5 avec 5508,—,—,Urgences (5),—,—,—,—,Poly 5/5 avec 5508
25,5,—,Poly 5/5 avec 5508,—,—,—,Pédo-soin (PEDO-56-merAM),—,—,—,Poly 5/5 avec 5508
26,5,Urgences (6/5/4),Poly 5/5 avec 5508,—,—,—,—,—,—,—,Poly 5/5 avec 5508
27,5,cours/indispo promo (E),cours/indispo promo (E),—,—,—,Pédo-soin (PEDO-56-merAM),—,—,—,Poly 5/5 avec 5508
28,6,Urgences (6/5/4),Poly 5/5 avec 5508,—,—,—,Pédo-soin (PEDO-56-merAM),—,—,—,Poly 5/5 avec 5508
29,6,—,—,—,—,cours/indispo promo (F),cours/indispo promo (F),—,—,Poly 5/5 avec 5508 (rattrap),Poly 5/5 avec 5508 (rattrap)
30,6,Urgences (6/5/4),Poly 5/5 avec 5508,—,—,—,—,—,—,—,Poly 5/5 avec 5508
31,6,—,Poly 5/5 avec 5508,—,—,—,Pédo-soin (PEDO-56-merAM),—,Urgences (5),—,Poly 5/5 avec 5508
32,6,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
33,6,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
34,6,—,Poly 5/5 avec 5508,—,—,—,—,—,—,—,Poly 5/5 avec 5508
35,6,—,Poly 5/5 avec 5508,Urgences (5),—,—,Pédo-soin (PEDO-56-merAM),—,—,—,Poly 5/5 avec 5508
