RÉSUMÉ ÉTUDIANT
Code,6107
Année,6A
Type,1
Groupe,G1_04
Vacations Poly (total),72
Détail,normal:40 examen:12 rattrap:16 débord:4

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C)
37,1,cours/indispo promo (C),Poly 4/6 avec 4107,—,cours/indispo promo (C),—,—,Pédo-soin (PEDO-6A-A-jeuM),cours/indispo promo (C),cours/indispo promo (C),Urgences (6/5/4)
38,1,cours/indispo promo (C),Poly 4/6 avec 4107,Poly 4/6 avec 4107,cours/indispo promo (C),—,—,Pédo-soin (PEDO-6A-A-jeuM),cours/indispo promo (C),cours/indispo promo (C),—
39,1,—,Poly 4/6 avec 4107,—,cours/indispo promo (C),—,—,Pédo-soin (PEDO-6A-A-jeuM),cours/indispo promo (C),—,—
40,1,—,Poly 4/6 avec 4107,Poly 4/6 avec 4107,Urgences (6/5),—,—,Pédo-soin (PEDO-6A-A-jeuM),—,—,—
41,1,—,Poly 4/6 avec 4107,—,—,—,—,Pédo-soin (PEDO-6A-A-jeuM),—,—,—
42,1,Urgences (6/5),Poly 4/6 avec 4107,Poly 4/6 avec 4107,—,—,—,Pédo-soin (PEDO-6A-A-jeuM),—,—,—
43,1,—,Poly 4/6 avec 4107,—,—,—,—,Pédo-soin (PEDO-6A-A-jeuM),Urgences (6/5),—,—
44,1,—,Poly 4/6 avec 4107,Poly 4/6 avec 4107,—,—,—,Pédo-soin (PEDO-6A-A-jeuM),—,—,—
45,2,S,S,S,S,S,S,S,S,S,S
46,2,S,S,S,S,S,S,S,S,S,S
47,2,S,S,S,S,S,S,S,S,S,S
48,2,S,S,S,S,S,S,S,S,S,S
49,2,S,S,S,S,S,S,S,S,S,S
50,2,S,S,S,S,S,S,S,S,S,S
51,2,S,S,S,S,S,S,S,S,S,S
52,2,Poly 4/6 avec 4107 (rattrap),Poly 4/6 avec 4107 (rattrap),Urgences (6/5/4),—,—,—,—,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,Urgences (6/4),—,—,—,Poly 6A seul (examen),Urgences (6/5),Pédo-soin (PEDO-6A-B-jeuM),Poly 6A seul (examen),—,Urgences (6)
3,3,—,Poly 4/6 avec 4107,—,Poly 4/6 avec 4107,Urgences (6/5),—,Pédo-soin (PEDO-6A-B-jeuM),—,—,—
4,3,—,Poly 4/6 avec 4107,Urgences (6/5),—,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,—,—
5,3,—,Poly 4/6 avec 4107,Urgences (6/5),Poly 4/6 avec 4107,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,—,—
6,3,—,Poly 4/6 avec 4107 (rattrap),Urgences (6),—,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,Urgences (6),—
7,3,—,Poly 4/6 avec 4107,—,—,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,Urgences (6/5),—
8,3,—,Poly 4/6 avec 4107,—,Poly 4/6 avec 4107,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,Urgences (6/5),—
9,4,—,Poly 4/6 avec 4107 (rattrap),—,—,Urgences (6/4),Pédo-soin (PEDO-B3),—,—,—,—
10,4,Poly trinome avec 4107+E4101 (rattrap),Poly trinome avec 4107+E4101 (rattrap),—,—,Urgences (6/4),Pédo-soin (PEDO-B3),—,—,—,—
