RÉSUMÉ ÉTUDIANT
Code,6113
Année,6A
Type,1
Groupe,G1_10
Vacations Poly (total),70
Détail,normal:46 examen:11 rattrap:8 débord:5

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C)
37,1,cours/indispo promo (C),Poly 4/6 avec 4113,Poly 4/6 avec 4113,cours/indispo promo (C),—,—,Pédo-soin (PEDO-6A-A-jeuM),cours/indispo promo (C),cours/indispo promo (C),Urgences (6/5/4)
38,1,cours/indispo promo (C),Poly 4/6 avec 4113,—,cours/indispo promo (C),—,—,Pédo-soin (PEDO-6A-A-jeuM),cours/indispo promo (C),cours/indispo promo (C),—
39,1,Stérilisation,Poly 4/6 avec 4113,Poly 4/6 avec 4113,cours/indispo promo (C),—,—,Pédo-soin (PEDO-6A-A-jeuM),cours/indispo promo (C),—,—
40,1,—,Poly 4/6 avec 4113,Urgences (6/4),—,—,—,Pédo-soin (PEDO-6A-A-jeuM),—,—,—
41,1,—,Poly 4/6 avec 4113,Poly 4/6 avec 4113,—,—,—,Pédo-soin (PEDO-6A-A-jeuM),—,Urgences (6/5),—
42,1,—,Poly 4/6 avec 4113,—,—,—,—,Pédo-soin (PEDO-6A-A-jeuM),—,—,—
43,1,—,Poly 4/6 avec 4113,Poly 4/6 avec 4113,—,Urgences (6/4),—,Pédo-soin (PEDO-6A-A-jeuM),—,—,—
44,1,—,Poly 4/6 avec 4113,—,—,—,—,Pédo-soin (PEDO-6A-A-jeuM),—,—,—
45,2,Poly 4/6 avec 4113 (rattrap),Poly 4/6 avec 4113 (rattrap),—,—,Urgences (6/4),Pédo-soin (PEDO-A1),—,—,—,—
46,2,Poly 4/6 avec 4113 (rattrap),Poly 4/6 avec 4113 (rattrap),—,—,cours/indispo promo (F),cours/indispo promo (F),Urgences (6/4),—,—,—
47,2,—,Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,Urgences (6/4),Pédo-soin (PEDO-A1),—,—,—,—
48,2,—,Poly 4/6 avec 4113,—,—,Urgences (6/4),Pédo-soin (PEDO-A1),—,—,—,—
49,2,—,Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,Urgences (6/4),Pédo-soin (PEDO-A1),—,—,—,—
50,2,Poly 4/6 avec 4113,—,Poly 6A seul,—,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (ER),cours/indispo promo (ER),—,—
51,2,Urgences (6/4),Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,—,Pédo-soin (PEDO-A1),—,—,—,—
52,2,Poly 4/6 avec 4113 (rattrap),Poly 4/6 avec 4113 (rattrap),—,—,—,Pédo-soin (PEDO-A1),—,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,Poly 4/6 avec 4113 (examen),Poly 4/6 avec 4113 (examen),—,—,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,—,—
3,3,—,Poly 4/6 avec 4113,—,—,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,—,—
4,3,—,Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,Urgences (6/5),—
5,3,—,Poly 4/6 avec 4113,—,—,—,—,Pédo-soin (PEDO-6A-B-jeuM),—,Urgences (6/5),—
6,3,—,Poly 4/6 avec 4113 (rattrap),—,—,Urgences (6),—,Pédo-soin (PEDO-6A-B-jeuM),—,—,—
7,3,—,Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,Urgences (6/5),—,Pédo-soin (PEDO-6A-B-jeuM),—,—,—
8,3,—,Poly 4/6 avec 4113,—,—,Urgences (6/5),—,Pédo-soin (PEDO-6A-B-jeuM),—,—,—
9,4,S,S,S,S,S,S,S,S,S,S
10,4,S,S,S,S,S,S,S,S,S,S
11,4,S,S,S,S,S,S,S,S,S,S
12,4,S,S,S,S,S,S,S,S,S,S
13,4,S,S,S,S,S,S,S,S,S,S
14,4,S,S,S,S,S,S,S,S,S,S
15,4,S,S,S,S,S,S,S,S,S,S
16,4,Poly 4/6 avec 4113,Poly 4/6 avec 4113 (débord),—,—,—,—,Urgences (6/4),—,Pédo-soin (PEDO-B2) [remplissage],—
17,4,Poly 4/6 avec 4113,Poly 4/6 avec 4113 (débord),—,—,—,—,—,—,—,—
18,5,Poly 4/6 avec 4113 (examen),Poly 4/6 avec 4113 (examen),Urgences (6/4),—,—,—,—,—,—,—
19,5,Poly 6A seul (examen),Poly 6A seul (examen),Urgences (6/5),—,—,—,cours/indispo promo (F),cours/indispo promo (F),—,—
20,5,Poly 4/6 avec 4113,Poly 4/6 avec 4113 (débord),—,Urgences (6/5/4),—,—,—,—,—,—
21,5,cours/indispo promo (F),cours/indispo promo (F),Poly 4/6 avec 4113 (examen),Poly 4/6 avec 4113 (examen),Urgences (6/4),—,—,—,—,—
22,5,Poly 4/6 avec 4113 (examen),—,Poly 4/6 avec 4113,—,—,—,—,Urgences (6/5/4),—,—
23,5,Poly 4/6 avec 4113,—,—,—,—,—,—,—,—,—
24,5,Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,—,—,—,—,—,—,—
25,5,Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,—,—,—,—,—,—,—
26,5,Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,Urgences (6/5/4),—,—,—,—,—,—
27,5,Poly 4/6 avec 4113 (examen),Poly 4/6 avec 4113 (examen),—,—,—,—,—,—,—,—
28,6,Poly 4/6 avec 4113,—,Poly 4/6 avec 4113,—,Urgences (6/4),—,—,—,—,—
29,6,—,Poly 4/6 avec 4113 (rattrap),—,—,cours/indispo promo (F),cours/indispo promo (F),—,—,—,—
30,6,Poly 4/6 avec 4113,Poly 4/6 avec 4113 (débord),—,—,—,—,—,—,—,—
31,6,Poly 4/6 avec 4113,Poly 4/6 avec 4113 (débord),Urgences (6/5/4),—,—,—,—,—,—,—
32,6,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
33,6,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
34,6,Poly 4/6 avec 4113,—,—,—,—,—,—,—,—,—
