RÉSUMÉ ÉTUDIANT
Code,4114
Année,4A
Type,1
Groupe,G1_11
Vacations Poly (total),76
Détail,normal:45 examen:9 rattrap:17 débord:5

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A)
37,1,cours/indispo promo (C),Poly 4/6 avec 6114,Poly 4/6 avec 6114,cours/indispo promo (C),Urgences (6/4),—,—,cours/indispo promo (C),cours/indispo promo (C),—
38,1,cours/indispo promo (C),Poly 4/6 avec 6114,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),—
39,1,cours/indispo promo (C),Poly 4/6 avec 6114,Poly 4/6 avec 6114,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),—
40,1,cours/indispo promo (C),Poly 4/6 avec 6114,—,cours/indispo promo (C),—,—,Pédo-soin (PEDO-6A-A-jeuM),cours/indispo promo (C),cours/indispo promo (C),—
41,1,cours/indispo promo (C),Poly 4/6 avec 6114,Poly 4/6 avec 6114,cours/indispo promo (C),Urgences (6/4),—,—,cours/indispo promo (C),cours/indispo promo (C),—
42,1,cours/indispo promo (C),Poly 4/6 avec 6114,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),—
43,1,cours/indispo promo (C),Poly 4/6 avec 6114,Poly 4/6 avec 6114,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),—
44,1,cours/indispo promo (C),Poly 4/6 avec 6114,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Urgences (6/5/4)
45,2,Poly 4/6 avec 6114 (rattrap),Poly 4/6 avec 6114 (rattrap),cours/indispo promo (C),—,Pédo-soin (PEDO-6A-A-merM),cours/indispo promo (C),—,—,cours/indispo promo (C),cours/indispo promo (C)
46,2,Poly 4/6 avec 6114 (rattrap),Poly 4/6 avec 6114 (rattrap),cours/indispo promo (C),—,cours/indispo promo (F),cours/indispo promo (F),—,—,—,cours/indispo promo (C)
