RÉSUMÉ ÉTUDIANT
Code,5308
Année,5A
Type,3
Groupe,G3_55_04
Vacations Poly (total),87
Détail,normal:67 examen:6 rattrap:14 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,—,—,—,—,Pédo-soin (PEDO-A2) [remplissage],—,Poly 5/5 avec 5307 (rattrap),Poly 5/5 avec 5307 (rattrap),Urgences (5),—
37,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5307,cours/indispo promo (C),Poly 5/5 avec 5307,Urgences (5),—
38,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5307,cours/indispo promo (C),Poly 5/5 avec 5307,—,—
39,1,—,cours/indispo promo (C),cours/indispo promo (C),Urgences (5),—,Poly 5/5 avec 5307,cours/indispo promo (C),Poly 5/5 avec 5307,—,—
40,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5307,cours/indispo promo (C),Poly 5/5 avec 5307,Urgences (6/5),—
41,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5307,cours/indispo promo (C),Poly 5/5 avec 5307,—,—
42,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5307,cours/indispo promo (C),Poly 5/5 avec 5307,Urgences (6/5),—
43,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5307,cours/indispo promo (C),Poly 5/5 avec 5307,—,—
44,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5307,cours/indispo promo (C),Poly 5/5 avec 5307,—,Urgences (6/5/4)
45,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5307 (rattrap),—,—,—,—
46,2,—,cours/indispo promo (C),—,—,cours/indispo promo (F),cours/indispo promo (F),—,—,—,Urgences (6/5)
47,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5307,—,Poly 5/5 avec 5307,—,—
48,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5307,—,Poly 5/5 avec 5307,—,Urgences (6/5)
49,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5307,—,Poly 5/5 avec 5307,—,—
50,2,—,cours/indispo promo (C),—,Urgences (5),cours/indispo promo (C),Poly 5/5 avec 5307 (examen),Pédo-soin (PEDO-A3) [remplissage],Poly 5/5 avec 5307 (examen),—,—
51,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5307,—,Poly 5/5 avec 5307,—,—
52,2,—,—,—,—,Urgences (5),—,Poly 5/5 avec 5307 (rattrap),cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
