RÉSUMÉ ÉTUDIANT
Code,5309
Année,5A
Type,3
Groupe,G3_55_05
Vacations Poly (total),87
Détail,normal:67 examen:6 rattrap:14 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,—,—,—,—,—,—,Poly 5/5 avec 5310 (rattrap),Poly 5/5 avec 5310 (rattrap),Pédo-soin (PEDO-A4),Urgences (5)
37,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5310,cours/indispo promo (C),Poly 5/5 avec 5310,Pédo-soin (PEDO-A4),—
38,1,Urgences (5),cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5310,cours/indispo promo (C),Poly 5/5 avec 5310,Pédo-soin (PEDO-A4),—
39,1,—,cours/indispo promo (C),cours/indispo promo (C),Urgences (5),—,Poly 5/5 avec 5310,cours/indispo promo (C),Poly 5/5 avec 5310,Pédo-soin (PEDO-A4),—
40,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5310,cours/indispo promo (C),Poly 5/5 avec 5310,Pédo-soin (PEDO-A4),—
41,1,Urgences (6/5),cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5310,cours/indispo promo (C),Poly 5/5 avec 5310,Pédo-soin (PEDO-A4),—
42,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5310,cours/indispo promo (C),Poly 5/5 avec 5310,Pédo-soin (PEDO-A4),—
43,1,—,cours/indispo promo (C),cours/indispo promo (C),Urgences (6/5),—,Poly 5/5 avec 5310,cours/indispo promo (C),Poly 5/5 avec 5310,Pédo-soin (PEDO-A4),—
44,1,—,cours/indispo promo (C),cours/indispo promo (C),—,—,Poly 5/5 avec 5310,cours/indispo promo (C),Poly 5/5 avec 5310,Pédo-soin (PEDO-A4),—
45,2,Pédo-soin (PEDO-A4),cours/indispo promo (C),—,Urgences (5),cours/indispo promo (C),Poly 5/5 avec 5310 (rattrap),—,—,—,—
46,2,Pédo-soin (PEDO-A4),cours/indispo promo (C),—,—,cours/indispo promo (F),cours/indispo promo (F),—,—,—,—
47,2,Pédo-soin (PEDO-A4),cours/indispo promo (C),—,Urgences (5),cours/indispo promo (C),Poly 5/5 avec 5310,—,Poly 5/5 avec 5310,—,—
48,2,Pédo-soin (PEDO-A4),cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5310,—,Poly 5/5 avec 5310,—,—
49,2,Pédo-soin (PEDO-A4),cours/indispo promo (C),Urgences (6/5),—,cours/indispo promo (C),Poly 5/5 avec 5310,—,Poly 5/5 avec 5310,—,—
50,2,Pédo-soin (PEDO-A4),cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5310 (examen),—,Poly 5/5 avec 5310 (examen),—,Urgences (6/5)
51,2,Pédo-soin (PEDO-A4),cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5310,—,Poly 5/5 avec 5310,—,—
52,2,Pédo-soin (PEDO-A4),—,—,—,—,—,Poly 5/5 avec 5310 (rattrap),cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),Poly 5/5 avec 5310 (examen),Poly 5/5 avec 5310 (examen),Urgences (6/5),—,cours/indispo promo (ER),cours/indispo promo (ER)
