RÉSUMÉ ÉTUDIANT
Code,4314
Année,4A
Type,3
Groupe,G3_11
Vacations Poly (total),68
Détail,normal:39 examen:7 rattrap:16 débord:6

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A)
37,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 4/6 avec 6314,—,—,cours/indispo promo (C),cours/indispo promo (C),—
38,1,cours/indispo promo (C),Urgences (6/4),—,cours/indispo promo (C),Poly 4/6 avec 6314,Pédo-soin (PEDO-A3),Poly 4/6 avec 6314,cours/indispo promo (C),cours/indispo promo (C),—
39,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 4/6 avec 6314,—,—,cours/indispo promo (C),cours/indispo promo (C),—
40,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 4/6 avec 6314,—,—,cours/indispo promo (C),cours/indispo promo (C),—
41,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 4/6 avec 6314,—,—,cours/indispo promo (C),cours/indispo promo (C),Urgences (6/5/4)
42,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 4/6 avec 6314,—,—,cours/indispo promo (C),cours/indispo promo (C),—
43,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 4/6 avec 6314,—,—,cours/indispo promo (C),cours/indispo promo (C),—
44,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 4/6 avec 6314,Pédo-soin (PEDO-A3),Poly 4/6 avec 6314,cours/indispo promo (C),cours/indispo promo (C),—
45,2,—,—,cours/indispo promo (C),—,Poly 4/6 avec 6314 (rattrap),cours/indispo promo (C),Urgences (6/5/4),Poly 4/6 avec 6314 (rattrap),cours/indispo promo (C),cours/indispo promo (C)
46,2,—,—,cours/indispo promo (C),—,cours/indispo promo (F),cours/indispo promo (F),Poly 4/6 avec 6314 (rattrap),—,—,cours/indispo promo (C)
