RÉSUMÉ ÉTUDIANT
Code,5407
Année,5A
Type,4
Groupe,G4_55_04
Vacations Poly (total),93
Détail,normal:70 examen:2 rattrap:21 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,Pédo-soin (PEDO-A1),—,—,Urgences (5),—,—,Poly 5/5 avec 5408 (rattrap),Poly 5/5 avec 5408 (rattrap),—,—
37,1,Pédo-soin (PEDO-A1),cours/indispo promo (C),cours/indispo promo (C),Urgences (5),—,—,cours/indispo promo (C),Poly 5/5 avec 5408,Poly 5/5 avec 5408,—
38,1,Pédo-soin (PEDO-A1),cours/indispo promo (C),cours/indispo promo (C),Radio,—,ODF,cours/indispo promo (C),Poly 5/5 avec 5408,Poly 5/5 avec 5408,Urgences (6/5/4)
39,1,Pédo-soin (PEDO-A1),cours/indispo promo (C),cours/indispo promo (C),COMO,Paro,—,cours/indispo promo (C),Poly 5/5 avec 5408,Poly 5/5 avec 5408,—
40,1,Pédo-soin (PEDO-A1),cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5408,Poly 5/5 avec 5408,Urgences (6/5/4)
41,1,Pédo-soin (PEDO-A1),cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5408,Poly 5/5 avec 5408,—
42,1,Pédo-soin (PEDO-A1),cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5408,Poly 5/5 avec 5408,Urgences (6/5/4)
43,1,Pédo-soin (PEDO-A1),cours/indispo promo (C),cours/indispo promo (C),Radio,—,—,cours/indispo promo (C),Poly 5/5 avec 5408,Poly 5/5 avec 5408,—
44,1,Pédo-soin (PEDO-A1),cours/indispo promo (C),cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly 5/5 avec 5408,Poly 5/5 avec 5408,Urgences (6/5/4)
45,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Pédo-soin (PEDO-A1),—,—,Poly 5/5 avec 5408 (rattrap),Poly 5/5 avec 5408 (rattrap)
46,2,—,cours/indispo promo (C),Paro,—,cours/indispo promo (F),cours/indispo promo (F),—,—,Poly 5/5 avec 5408 (rattrap),Poly 5/5 avec 5408 (rattrap)
47,2,—,cours/indispo promo (C),Urgences (6/5),—,cours/indispo promo (C),Pédo-soin (PEDO-A1),—,Poly 5/5 avec 5408,—,Poly 5/5 avec 5408
48,2,—,cours/indispo promo (C),—,ODF,cours/indispo promo (C),Pédo-soin (PEDO-A1),—,Poly 5/5 avec 5408,—,Poly 5/5 avec 5408
49,2,Urgences (5),cours/indispo promo (C),—,COMO,cours/indispo promo (C),Pédo-soin (PEDO-A1),—,Poly 5/5 avec 5408,—,Poly 5/5 avec 5408
50,2,—,cours/indispo promo (C),Radio,Urgences (5),cours/indispo promo (C),Pédo-soin (PEDO-A1),—,—,—,Poly 5/5 avec 5408
51,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Pédo-soin (PEDO-A1),—,Poly 5/5 avec 5408,—,Poly 5/5 avec 5408
