RÉSUMÉ ÉTUDIANT
Code,6410
Année,6A
Type,4
Groupe,G4_07
Vacations Poly (total),56
Détail,normal:42 examen:0 rattrap:14 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (C)
37,1,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 4/6 avec 4410,cours/indispo promo (C),cours/indispo promo (C),Poly 4/6 avec 4410
38,1,cours/indispo promo (C),—,—,cours/indispo promo (C),Radio,—,Poly 4/6 avec 4410,cours/indispo promo (C),cours/indispo promo (C),—
39,1,—,—,Urgences (6/4),cours/indispo promo (C),—,—,Poly 4/6 avec 4410,cours/indispo promo (C),Pédo-soin (PEDO-A4),Poly 4/6 avec 4410
40,1,—,—,—,—,—,—,Poly 4/6 avec 4410,—,Pédo-soin (PEDO-A4),Poly 4/6 avec 4410
41,1,—,Urgences (6/4),—,—,—,—,Poly 4/6 avec 4410,—,Pédo-soin (PEDO-A4),Poly 4/6 avec 4410
42,1,—,—,Paro,—,—,—,Poly 4/6 avec 4410,—,Pédo-soin (PEDO-A4),Urgences (6/5/4)
43,1,Stérilisation,—,COMO,—,—,—,Poly 4/6 avec 4410,—,Pédo-soin (PEDO-A4),Poly 4/6 avec 4410
44,1,—,—,—,—,Urgences (6/4),—,Poly 4/6 avec 4410,—,Pédo-soin (PEDO-A4),Poly 4/6 avec 4410
45,2,—,—,—,—,Pédo-soin (PEDO-6A-A-merM),—,Poly 4/6 avec 4410 (rattrap),Poly 4/6 avec 4410 (rattrap),Urgences (6/5),Pano/CBCT
46,2,—,—,—,—,cours/indispo promo (F),cours/indispo promo (F),Poly 4/6 avec 4410 (rattrap),Poly 4/6 avec 4410 (rattrap),—,Paro
47,2,—,Urgences (6/4),—,—,Pédo-soin (PEDO-6A-A-merM),—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,—
48,2,—,—,Urgences (6/5),—,Pédo-soin (PEDO-6A-A-merM),—,Poly 4/6 avec 4410,—,—,COMO
49,2,—,—,—,Urgences (6/5/4),Pédo-soin (PEDO-6A-A-merM),—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,—
50,2,—,—,Urgences (6/5),—,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (ER),cours/indispo promo (ER),Poly 4/6 avec 4410,—
51,2,—,—,—,—,Pédo-soin (PEDO-6A-A-merM),—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,Urgences (6/5)
52,2,—,—,—,—,Pédo-soin (PEDO-6A-A-merM),—,—,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,S,S,S,S,S,S,S,S,S,S
3,3,S,S,S,S,S,S,S,S,S,S
4,3,S,S,S,S,S,S,S,S,S,S
5,3,S,S,S,S,S,S,S,S,S,S
6,3,S,S,S,S,S,S,S,S,S,S
7,3,S,S,S,S,S,S,S,S,S,S
8,3,S,S,S,S,S,S,S,S,S,S
9,4,—,Paro,—,Urgences (6/4),Pédo-soin (PEDO-6A-B-merM),—,Poly 4/6 avec 4410 (rattrap),—,—,Poly 4/6 avec 4410 (rattrap)
10,4,Urgences (6/4),Pano/CBCT,COMO,Paro,Pédo-soin (PEDO-6A-B-merM),—,Poly 4/6 avec 4410 (rattrap),Urgences (6/4),—,—
11,4,—,—,—,Urgences (6/5/4),Pédo-soin (PEDO-6A-B-merM),—,Poly 4/6 avec 4410 (rattrap),—,—,Poly 4/6 avec 4410 (rattrap)
12,4,Urgences (6/4),—,—,—,Pédo-soin (PEDO-6A-B-merM),—,—,—,—,Urgences (6/4)
13,4,—,—,—,—,Pédo-soin (PEDO-6A-B-merM),—,Poly 4/6 avec 4410 (rattrap),Paro,—,Poly 4/6 avec 4410 (rattrap)
14,4,cours/indispo promo (F),cours/indispo promo (F),Urgences (6),COMO,Pédo-soin (PEDO-6A-B-merM),—,Poly 4/6 avec 4410,—,Poly 6A seul,—
15,4,Urgences (6/4),—,—,—,Pédo-soin (PEDO-6A-B-merM),—,Poly 4/6 avec 4410 (rattrap),Poly 4/6 avec 4410 (rattrap),—,—
16,4,X,X,X,X,X,X,X,X,X,X
17,4,X,X,X,X,X,X,X,X,X,X
18,5,X,X,X,X,X,X,X,X,X,X
19,5,X,X,X,X,X,X,X,X,X,X
20,5,X,X,X,X,X,X,X,X,X,X
21,5,X,X,X,X,X,X,X,X,X,X
22,5,X,X,X,X,X,X,X,X,X,X
23,5,Urgences (6/5/4),—,—,—,—,—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,Urgences (6/5/4)
24,5,—,—,—,—,—,—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,—
25,5,—,—,—,—,Urgences (6/5/4),—,Poly 4/6 avec 4410,—,—,—
26,5,—,—,—,—,—,—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,—
27,5,—,—,—,—,—,—,Poly 4/6 avec 4410,Urgences (6/5/4),Poly 4/6 avec 4410,—
28,6,—,—,—,—,—,—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,—
29,6,—,—,—,—,cours/indispo promo (F),cours/indispo promo (F),—,Poly 4/6 avec 4410 (rattrap),—,—
30,6,—,—,—,Urgences (6/5/4),—,—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,—
31,6,—,—,—,—,—,—,Poly 4/6 avec 4410,—,—,—
32,6,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
33,6,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
34,6,—,—,—,—,—,—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,—
35,6,Urgences (6/5/4),—,—,—,—,—,Poly 4/6 avec 4410,—,Poly 4/6 avec 4410,—
