RÉSUMÉ ÉTUDIANT
Code,4502
Année,4A
Type,5
Groupe,G5_01
Vacations Poly (total),77
Détail,normal:56 examen:5 rattrap:15 débord:1

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A),cours/indispo promo (A)
37,1,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome avec 4501+6501
38,1,cours/indispo promo (C),Poly trinome avec 4501+6501,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome avec 4501+6501
39,1,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome avec 4501+6501
40,1,cours/indispo promo (C),Poly trinome avec 4501+6501,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome avec 4501+6501
41,1,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome avec 4501+6501
42,1,cours/indispo promo (C),Poly trinome avec 4501+6501,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome avec 4501+6501
43,1,cours/indispo promo (C),Poly trinome avec 4501+6501,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome avec 4501+6501
44,1,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),cours/indispo promo (C),Poly trinome avec 4501+6501
45,2,Poly 6A absent avec 4501 (rattrap),Poly 6A absent avec 4501 (rattrap),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),cours/indispo promo (C)
46,2,Poly 6A absent avec 4501 (rattrap),Poly 6A absent avec 4501 (rattrap),cours/indispo promo (C),—,cours/indispo promo (F),cours/indispo promo (F),—,—,—,cours/indispo promo (C)
47,2,—,Poly 6A absent avec 4501,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 6A absent avec 4501,cours/indispo promo (C)
48,2,—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 6A absent avec 4501,cours/indispo promo (C)
49,2,—,Poly 6A absent avec 4501,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,Poly 6A absent avec 4501,cours/indispo promo (C)
50,2,—,—,cours/indispo promo (C),—,—,—,—,—,Poly 6A absent avec 4501,cours/indispo promo (C)
51,2,—,—,cours/indispo promo (C),—,—,—,—,—,Poly 6A absent avec 4501,cours/indispo promo (C)
52,2,—,Poly trinome avec 4501+6501 (rattrap),—,—,—,—,—,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,Poly trinome avec 4501+6501 (examen),Poly trinome avec 4501+6501 (examen),—,—,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (ER),cours/indispo promo (ER)
3,3,—,Poly trinome avec 4501+6501,cours/indispo promo (C),—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly trinome avec 4501+6501
4,3,—,Poly trinome avec 4501+6501,cours/indispo promo (C),—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly trinome avec 4501+6501
5,3,—,—,cours/indispo promo (C),—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly trinome avec 4501+6501
6,3,—,—,cours/indispo promo (C),—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly trinome avec 4501+6501 (rattrap)
7,3,—,Poly trinome avec 4501+6501,cours/indispo promo (C),—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly trinome avec 4501+6501
8,3,—,—,cours/indispo promo (C),—,cours/indispo promo (C),—,—,—,cours/indispo promo (C),Poly trinome avec 4501+6501
9,4,—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 6A absent avec 4501 (rattrap)
10,4,—,Poly 6A absent avec 4501 (rattrap),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—
11,4,—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 6A absent avec 4501 (rattrap)
12,4,—,Poly 6A absent avec 4501 (rattrap),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—
13,4,—,Poly 6A absent avec 4501 (rattrap),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—
14,4,cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (C),—,—,cours/indispo promo (C),—,—,cours/indispo promo (C),—
