RÉSUMÉ ÉTUDIANT
Code,5307
Année,5A
Type,3
Groupe,G3_55_04
Vacations Poly (total),87
Détail,normal:67 examen:6 rattrap:14 débord:0

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,—,—,Urgences (5),Radio,Pédo-soin (PEDO-A2),—,Poly 5/5 avec 5308 (rattrap),Poly 5/5 avec 5308 (rattrap),—,Urgences (5)
37,1,—,cours/indispo promo (C),cours/indispo promo (C),—,Pédo-soin (PEDO-A2),Poly 5/5 avec 5308,cours/indispo promo (C),Poly 5/5 avec 5308,—,—
38,1,Urgences (5),cours/indispo promo (C),cours/indispo promo (C),ODF,Pédo-soin (PEDO-A2),Poly 5/5 avec 5308,cours/indispo promo (C),Poly 5/5 avec 5308,—,—
39,1,—,cours/indispo promo (C),cours/indispo promo (C),—,Pédo-soin (PEDO-A2),Poly 5/5 avec 5308,cours/indispo promo (C),Poly 5/5 avec 5308,—,Urgences (6/5/4)
40,1,Radio,cours/indispo promo (C),cours/indispo promo (C),—,Pédo-soin (PEDO-A2),Poly 5/5 avec 5308,cours/indispo promo (C),Poly 5/5 avec 5308,—,—
41,1,—,cours/indispo promo (C),cours/indispo promo (C),—,Pédo-soin (PEDO-A2),Poly 5/5 avec 5308,cours/indispo promo (C),Poly 5/5 avec 5308,—,—
42,1,Urgences (6/5),cours/indispo promo (C),cours/indispo promo (C),—,Pédo-soin (PEDO-A2),Poly 5/5 avec 5308,cours/indispo promo (C),Poly 5/5 avec 5308,—,—
43,1,—,cours/indispo promo (C),cours/indispo promo (C),—,Pédo-soin (PEDO-A2),Poly 5/5 avec 5308,cours/indispo promo (C),Poly 5/5 avec 5308,—,—
44,1,Urgences (6/5),cours/indispo promo (C),cours/indispo promo (C),—,Pédo-soin (PEDO-A2),Poly 5/5 avec 5308,cours/indispo promo (C),Poly 5/5 avec 5308,Radio,—
45,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5308 (rattrap),—,—,Pédo-soin (PEDO-A2),Urgences (6/5)
46,2,—,cours/indispo promo (C),Stérilisation,—,cours/indispo promo (F),cours/indispo promo (F),—,—,Pédo-soin (PEDO-A2),ODF
47,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5308,—,Poly 5/5 avec 5308,Pédo-soin (PEDO-A2),Urgences (6/5)
48,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5308,—,Poly 5/5 avec 5308,Pédo-soin (PEDO-A2),—
49,2,—,cours/indispo promo (C),—,—,cours/indispo promo (C),Poly 5/5 avec 5308,—,Poly 5/5 avec 5308,Pédo-soin (PEDO-A2),—
50,2,—,cours/indispo promo (C),Urgences (6/5),—,cours/indispo promo (C),Poly 5/5 avec 5308 (examen),—,Poly 5/5 avec 5308 (examen),Pédo-soin (PEDO-A2),—
51,2,—,cours/indispo promo (C),Radio,—,cours/indispo promo (C),Poly 5/5 avec 5308,—,Poly 5/5 avec 5308,Pédo-soin (PEDO-A2),—
52,2,—,Urgences (5),—,—,—,—,Poly 5/5 avec 5308 (rattrap),cours/indispo promo (F),cours/indispo promo (F),cours/indispo promo (F)
1,2,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé,fermé
2,3,cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),cours/indispo promo (E),Poly 5/5 avec 5308 (examen),Poly 5/5 avec 5308 (examen),—,—,cours/indispo promo (ER),cours/indispo promo (ER)
3,3,Urgences (5),cours/indispo promo (C),—,—,Poly 5/5 avec 5308,—,cours/indispo promo (C),Poly 5/5 avec 5308,Pédo-soin (PEDO-6A-B-venM) [remplissage],cours/indispo promo (C)
4,3,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5308,—,cours/indispo promo (C),Poly 5/5 avec 5308,Urgences (6/5),cours/indispo promo (C)
5,3,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5308,—,cours/indispo promo (C),Poly 5/5 avec 5308,Radio,cours/indispo promo (C)
6,3,cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (Af),cours/indispo promo (C),cours/indispo promo (C),cours/indispo promo (Af),cours/indispo promo (Af)
7,3,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5308,—,cours/indispo promo (C),Poly 5/5 avec 5308,Urgences (6/5),cours/indispo promo (C)
8,3,—,cours/indispo promo (C),—,—,Poly 5/5 avec 5308,—,cours/indispo promo (C),Poly 5/5 avec 5308,—,cours/indispo promo (C)
9,4,cours/indispo promo (C),cours/indispo promo (C),—,ODF,cours/indispo promo (C),Poly 5/5 avec 5308 (rattrap),—,Poly 5/5 avec 5308 (rattrap),—,—
10,4,cours/indispo promo (C),cours/indispo promo (C),—,Urgences (5),cours/indispo promo (C),Poly 5/5 avec 5308 (rattrap),—,Poly 5/5 avec 5308 (rattrap),Pédo-soin (PEDO-B2) [remplissage],—
11,4,cours/indispo promo (C),cours/indispo promo (C),Radio,—,cours/indispo promo (C),Poly 5/5 avec 5308 (rattrap),—,Poly 5/5 avec 5308 (rattrap),—,—
