RÉSUMÉ ÉTUDIANT
Code,6205
Année,6A
Type,2
Groupe,G2_04
Vacations Poly (total),31

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage))
37,1,cours/indispo promo,—,Poly trinome avec 4204+4205,cours/indispo promo,—,—,—,cours/indispo promo,cours/indispo promo,—
38,1,cours/indispo promo,—,Poly trinome avec 4204+4205,cours/indispo promo,—,—,—,cours/indispo promo,cours/indispo promo,—
39,1,—,—,Poly trinome avec 4204+4205,cours/indispo promo,Poly trinome avec 4204+4205,—,—,cours/indispo promo,—,—
40,1,—,—,Poly trinome avec 4204+4205,—,—,—,—,—,—,—
41,1,—,—,Poly trinome avec 4204+4205,—,—,—,—,—,—,—
42,1,—,—,Poly trinome avec 4204+4205,—,—,—,—,—,—,—
43,1,—,—,Poly trinome avec 4204+4205,—,Poly trinome avec 4204+4205,—,—,—,—,—
44,1,—,—,Poly trinome avec 4204+4205,—,—,—,—,—,—,—
45,2,A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),Poly trinome avec 4204+4205 (rattrap),Poly trinome avec 4204+4205 (rattrap),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage))
46,2,A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE),A INTERVENIR (JOUR BLOQUE)
47,2,—,—,—,Poly trinome avec 4204+4205,—,—,—,—,—,—
48,2,—,—,—,Poly trinome avec 4204+4205,Poly trinome avec 4204+4205,—,—,—,—,—
49,2,—,—,—,Poly trinome avec 4204+4205,—,—,—,—,—,—
50,2,A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),Poly 6A seul,A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN),A INTERVENIR (EXAMEN)
51,2,—,—,—,Poly trinome avec 4204+4205,—,—,—,—,—,—
