RÉSUMÉ ÉTUDIANT
Code,5515
Année,5A
Type,5
Groupe,G5_55_08
Vacations Poly (total),58

Semaine,Période,lundi M,lundi AM,mardi M,mardi AM,mercredi M,mercredi AM,jeudi M,jeudi AM,vendredi M,vendredi AM
36,1,A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),Poly 5/5 avec 5516 (rattrap),Poly 5/5 avec 5516 (rattrap)
37,1,Poly 5/5 avec 5516,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,—,Poly 5/5 avec 5516,—
38,1,Poly 5/5 avec 5516,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,—,Poly 5/5 avec 5516,—
39,1,Poly 5/5 avec 5516,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,—,Poly 5/5 avec 5516,—
40,1,Poly 5/5 avec 5516,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,—,Poly 5/5 avec 5516,—
41,1,Poly 5/5 avec 5516,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,—,Poly 5/5 avec 5516,—
42,1,Poly 5/5 avec 5516,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,—,Poly 5/5 avec 5516,—
43,1,Poly 5/5 avec 5516,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,—,Poly 5/5 avec 5516,—
44,1,Poly 5/5 avec 5516,cours/indispo promo,cours/indispo promo,—,—,—,cours/indispo promo,—,Poly 5/5 avec 5516,—
45,2,A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),A INTERVENIR (CONFLIT (couplage)),Poly 5/5 avec 5516 (rattrap),Poly 5/5 avec 5516 (rattrap)
